,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
15:15:43:00,-75.0,-66.0,-68.0,-66.0,,,,-59.0,-58.0,-59.0,-71.0,-71.0,-71.0,,-69.0,-69.0,-66.0,-54.0,-56.0,-84.0,-55.0,-86.0,-85.0,-75.0,-75.0,-74.0,,,,,,,,,,,,,,,,44.434917515057016,26.04794155766443
15:15:44:00,-70.0,-66.0,-66.0,-69.0,,,,-60.0,-60.0,-61.0,-72.0,-72.0,-72.0,,-62.0,-62.0,-62.0,-51.0,-53.0,-86.0,-52.0,-85.0,-84.0,-76.0,-75.0,-75.0,,,,,,,,,,,,,,,,44.43492850676553,26.04794155766443
15:15:45:00,-79.0,-80.0,-79.0,-79.0,-90.0,-90.0,-92.0,-60.0,-60.0,-61.0,-84.0,-87.0,-85.0,,-59.0,-61.0,-61.0,-45.0,-45.0,-82.0,-46.0,-83.0,-83.0,-73.0,-72.0,-73.0,,,,,,,,,,,,,,,,44.43493749998159,26.04794155766443
15:15:46:00,-72.0,-64.0,-63.0,-63.0,-89.0,-91.0,-89.0,-55.0,-55.0,-55.0,-73.0,-73.0,-74.0,,-58.0,-58.0,-58.0,-46.0,-46.0,-86.0,-47.0,-84.0,-83.0,-72.0,-72.0,-72.0,,,,,,,,-87.0,-87.0,-88.0,,,,,,44.43493749998121,26.04793166180447
15:15:47:00,-72.0,-64.0,-63.0,-63.0,-89.0,-91.0,-89.0,-55.0,-55.0,-55.0,-73.0,-73.0,-74.0,,-58.0,-58.0,-58.0,-46.0,-46.0,-86.0,-47.0,-84.0,-83.0,-72.0,-72.0,-72.0,,,,,,,,-87.0,-87.0,-88.0,,,,,,44.43493749998038,26.04791636820271
15:15:48:00,-65.0,-59.0,-59.0,-59.0,-85.0,-87.0,-87.0,-50.0,-49.0,-49.0,-72.0,-72.0,-71.0,,-60.0,-60.0,-60.0,-47.0,-48.0,-80.0,-44.0,-80.0,-80.0,-65.0,-62.0,-63.0,,,,,,,,-83.0,-82.0,-80.0,,,,,,44.43493749997995,26.04790720839845
15:15:49:00,-65.0,-59.0,-59.0,-59.0,-85.0,-87.0,-87.0,-50.0,-49.0,-49.0,-72.0,-72.0,-71.0,,-60.0,-60.0,-60.0,-47.0,-48.0,-80.0,-44.0,-80.0,-80.0,-65.0,-62.0,-63.0,,,,,,,,-83.0,-82.0,-80.0,,,,,,44.43493749997977,26.047900624789136
15:15:53:00,-64.0,-56.0,-57.0,-56.0,-79.0,-83.0,-78.0,-52.0,-53.0,-52.0,-71.0,-71.0,-72.0,,-59.0,-59.0,-59.0,-40.0,-40.0,-80.0,-40.0,-80.0,-79.0,-71.0,-71.0,-72.0,,,,,,,,-84.0,-82.0,-83.0,,,,,,44.43493749997904,26.047885850201013
15:15:54:00,-65.0,-54.0,-54.0,-54.0,-83.0,-86.0,-85.0,-47.0,-46.0,-46.0,-60.0,-60.0,-60.0,,-57.0,-57.0,-57.0,-46.0,-46.0,-78.0,-46.0,-79.0,-78.0,-58.0,-58.0,-58.0,,,,,,,,-89.0,-90.0,-87.0,,,,,,44.43494199658701,26.047884881375563
15:15:55:00,-64.0,-58.0,-58.0,-56.0,-81.0,-78.0,-77.0,-43.0,-43.0,-43.0,-59.0,-59.0,-59.0,-92.0,-59.0,-59.0,-59.0,-43.0,-43.0,-77.0,-44.0,-77.0,-77.0,-61.0,-61.0,-62.0,-92.0,-91.0,,,,,,-80.0,-80.0,-80.0,,,,,,44.434941996586375,26.04787343161935
15:15:56:00,-64.0,-49.0,-49.0,-49.0,-83.0,-80.0,-81.0,-51.0,-51.0,-50.0,-75.0,-75.0,-75.0,,-52.0,-53.0,-52.0,-43.0,-44.0,-79.0,-45.0,-79.0,-79.0,-72.0,-72.0,-72.0,,,,,,,,-89.0,-86.0,-89.0,,,,,,44.43494199658554,26.047858292497253
15:15:57:00,-58.0,-52.0,-52.0,-52.0,-79.0,-78.0,-78.0,-49.0,-49.0,-49.0,-76.0,-76.0,-76.0,,-58.0,-58.0,-57.0,-48.0,-48.0,-78.0,-49.0,-77.0,-77.0,-73.0,-74.0,-74.0,,,,,,,,-89.0,-90.0,-89.0,,,,,,44.43494199658477,26.04784429835077
15:15:58:00,-65.0,-49.0,-49.0,-49.0,-84.0,-84.0,-85.0,-55.0,-55.0,-55.0,-81.0,-81.0,-81.0,,-52.0,-52.0,-52.0,-52.0,-52.0,-81.0,-52.0,-80.0,-80.0,-79.0,-78.0,-79.0,-90.0,-88.0,,,,,,-90.0,,-89.0,,,,,,44.43494199658402,26.04783072402869
15:15:59:00,-69.0,-49.0,-49.0,-49.0,-85.0,-85.0,-82.0,-62.0,-62.0,-62.0,-81.0,-82.0,-82.0,-95.0,-53.0,-54.0,-54.0,-49.0,-49.0,-81.0,-48.0,-82.0,-81.0,-77.0,-77.0,-77.0,-91.0,-89.0,,,,,,-90.0,-88.0,-91.0,,,,,,44.43494199658328,26.04781718469197
15:16:00:00,-69.0,-49.0,-49.0,-49.0,-85.0,-85.0,-82.0,-62.0,-62.0,-62.0,-81.0,-82.0,-82.0,-95.0,-53.0,-54.0,-54.0,-49.0,-49.0,-81.0,-48.0,-82.0,-81.0,-77.0,-77.0,-77.0,-91.0,-89.0,,,,,,-90.0,-88.0,-91.0,,,,,,44.434941996582495,26.047803015618666
15:16:01:00,-61.0,-49.0,-49.0,-49.0,-79.0,-79.0,-79.0,-58.0,-57.0,-58.0,-87.0,-89.0,-88.0,-87.0,-49.0,-49.0,-49.0,-52.0,-53.0,-75.0,-52.0,-74.0,-74.0,-83.0,-83.0,-82.0,-87.0,-85.0,,,,,,-92.0,-88.0,-93.0,,,,,,44.43494199658172,26.04778884654535
15:16:02:00,-61.0,-49.0,-49.0,-49.0,-79.0,-79.0,-79.0,-58.0,-57.0,-58.0,-87.0,-89.0,-88.0,-87.0,-49.0,-49.0,-49.0,-52.0,-53.0,-75.0,-52.0,-74.0,-74.0,-83.0,-83.0,-82.0,-87.0,-85.0,,,,,,-92.0,,-93.0,,,,,,44.43494199658122,26.04777572703303
15:16:03:00,-63.0,-48.0,-48.0,-48.0,-80.0,-79.0,-80.0,-65.0,-65.0,-65.0,-83.0,-83.0,-83.0,-83.0,-48.0,-48.0,-48.0,-51.0,-51.0,-75.0,-51.0,-75.0,-75.0,-83.0,-83.0,-84.0,-80.0,-82.0,,,,,,-92.0,,-93.0,,,,,,44.43494199658041,26.047758934057264
15:16:04:00,-58.0,-40.0,-41.0,-41.0,-72.0,-72.0,-67.0,-65.0,-66.0,-65.0,-89.0,-89.0,-89.0,-80.0,-43.0,-42.0,-42.0,-57.0,-57.0,-69.0,-53.0,-70.0,-69.0,-81.0,-80.0,-81.0,-80.0,-80.0,,,,,,,,-92.0,,,,,,44.43494199658012,26.047748438447407
15:16:05:00,-56.0,-43.0,-43.0,-42.0,-57.0,-57.0,-57.0,-62.0,-62.0,-61.0,-80.0,-80.0,-79.0,-84.0,-46.0,-46.0,-47.0,-53.0,-53.0,-53.0,-53.0,-54.0,-54.0,-79.0,-79.0,-79.0,-85.0,-85.0,,,,,,,,,,,,,,44.43494199657963,26.047732485120424
15:16:06:00,-56.0,-48.0,-48.0,-48.0,-61.0,-62.0,-61.0,-64.0,-63.0,-64.0,-81.0,-81.0,-83.0,-75.0,-45.0,-45.0,-45.0,-61.0,-61.0,-56.0,-61.0,-56.0,-56.0,-82.0,-81.0,-81.0,-75.0,-75.0,-90.0,-92.0,-90.0,,,,,-92.0,,,,,,44.43494199657893,26.047719575520297
15:16:07:00,-52.0,-41.0,-41.0,-41.0,-63.0,-64.0,-64.0,-62.0,-62.0,-62.0,-83.0,-84.0,-83.0,-82.0,-42.0,-42.0,-41.0,-54.0,-54.0,-58.0,-54.0,-58.0,-57.0,-79.0,-80.0,-79.0,-81.0,-83.0,,,,,,,,,,,,,,44.43494199657813,26.047705120203084
15:16:08:00,-55.0,-37.0,-37.0,-37.0,,,,-65.0,-64.0,-64.0,-86.0,-87.0,-86.0,-83.0,-44.0,-45.0,-45.0,-60.0,-60.0,-51.0,-61.0,-52.0,-51.0,-83.0,-83.0,-84.0,-83.0,-83.0,,,,,,,,,,,,,,44.43494109725602,26.04769596039812
15:16:09:00,-51.0,-40.0,-40.0,-40.0,,,,-61.0,-61.0,-61.0,-87.0,-87.0,-87.0,-82.0,-44.0,-44.0,-43.0,-62.0,-61.0,-65.0,-61.0,-65.0,-64.0,-84.0,-83.0,-84.0,-82.0,-77.0,,,,,,,,,,,,,,44.43493749996945,26.047693441451944
15:16:11:00,-51.0,-51.0,-51.0,-51.0,-85.0,-86.0,-84.0,-76.0,-75.0,-75.0,-86.0,-88.0,-88.0,-80.0,-48.0,-49.0,-48.0,-69.0,-69.0,-73.0,-68.0,-72.0,-72.0,-83.0,-83.0,-82.0,-81.0,-80.0,,,,,,,,,,,,,,44.43493749996873,26.047677552714557
15:16:15:00,-48.0,-68.0,-65.0,-65.0,-74.0,-74.0,-74.0,-77.0,-77.0,-76.0,-91.0,-91.0,-90.0,,-46.0,-46.0,-46.0,-60.0,-61.0,-72.0,-60.0,-72.0,-72.0,-82.0,-82.0,-83.0,,,,,,,,,,,,,,,,44.43493749996813,26.047666390160447
15:16:16:00,-55.0,-54.0,-53.0,-54.0,-71.0,-71.0,-72.0,-70.0,-70.0,-70.0,-87.0,-87.0,-88.0,-87.0,-52.0,-52.0,-52.0,-63.0,-63.0,-71.0,-63.0,-72.0,-72.0,-86.0,-86.0,-84.0,-88.0,-88.0,,,,,,,,,,,,,-94.0,44.43493749996773,26.04765907582917
15:16:17:00,-48.0,-48.0,-48.0,-48.0,-72.0,-72.0,-72.0,-76.0,-75.0,-76.0,-89.0,-89.0,-87.0,-86.0,-50.0,-50.0,-51.0,-61.0,-61.0,-68.0,-61.0,-69.0,-69.0,-83.0,-83.0,-83.0,-86.0,-87.0,,,,,,,,,,,,,,44.434937499966864,26.047643482352868
15:16:18:00,-48.0,-54.0,-53.0,-53.0,-78.0,-78.0,-77.0,-77.0,-78.0,-77.0,-89.0,-88.0,-90.0,-88.0,-54.0,-54.0,-54.0,-65.0,-65.0,-69.0,-65.0,-69.0,-68.0,,-87.0,-87.0,-88.0,-89.0,,,,,,,,,,,,,,44.4349374999661,26.04762948820747
15:16:19:00,-45.0,-60.0,-60.0,-60.0,-71.0,-71.0,-71.0,-72.0,-72.0,-72.0,-87.0,-87.0,-88.0,-89.0,-52.0,-53.0,-52.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-84.0,-84.0,-84.0,-88.0,-90.0,,,,,,,,,,,,,,44.43493749996533,26.047615494062068
15:16:20:00,-45.0,-60.0,-60.0,-60.0,-71.0,-71.0,-71.0,-72.0,-72.0,-72.0,-87.0,-87.0,-88.0,-89.0,-52.0,-53.0,-52.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-84.0,-84.0,-84.0,-88.0,-90.0,,,,,,,,,,,,,,44.43493749996456,26.04760149991667
17:31:17:00,-41.0,-60.0,-60.0,-60.0,-73.0,-73.0,-73.0,-76.0,-76.0,-75.0,-92.0,-91.0,-91.0,-91.0,-54.0,-54.0,-54.0,-66.0,-66.0,-67.0,-67.0,-68.0,-68.0,-86.0,-86.0,-87.0,-91.0,-93.0,,,,,,,,,,,,,,44.43493749999938,26.04761276896972
17:31:18:00,-47.0,-54.0,-54.0,-54.0,-75.0,-74.0,-74.0,-76.0,-76.0,-76.0,-92.0,-91.0,-92.0,-94.0,-54.0,-54.0,-54.0,-59.0,-60.0,-67.0,-60.0,-68.0,-67.0,-87.0,-87.0,-88.0,-93.0,-94.0,,,,,,,,,,,,,,44.43493749999862,26.04762668946172
17:31:19:01,-54.0,-59.0,-59.0,-59.0,-80.0,-80.0,-80.0,-71.0,-73.0,-73.0,-87.0,-87.0,-87.0,,-52.0,-52.0,-52.0,-65.0,-65.0,-73.0,-65.0,-73.0,-72.0,-87.0,-87.0,-87.0,-92.0,-91.0,,,,,,,,,,,,,,44.43493749999774,26.047642590309437
17:31:20:00,-53.0,-44.0,-44.0,-44.0,-78.0,-75.0,-78.0,-82.0,-80.0,-82.0,-90.0,-91.0,-89.0,-82.0,-49.0,-49.0,-49.0,-69.0,-68.0,-74.0,-68.0,-75.0,-74.0,-86.0,-86.0,-85.0,-82.0,-81.0,,,,,,,,,,,,,,44.43493749999677,26.047660275410685
17:31:23:00,-52.0,-40.0,-39.0,-40.0,,,,-63.0,-63.0,-64.0,-88.0,-88.0,-89.0,-85.0,-52.0,-51.0,-51.0,-60.0,-61.0,-57.0,-60.0,-58.0,-58.0,-85.0,-84.0,-85.0,-84.0,,-93.0,-94.0,-96.0,,,,,,,,,,,44.43493749999584,26.04767706838517
17:31:24:00,-51.0,-37.0,-37.0,-37.0,-73.0,-79.0,-73.0,-69.0,-69.0,-71.0,-89.0,-88.0,-88.0,-83.0,-47.0,-47.0,-47.0,-59.0,-60.0,-67.0,-59.0,-66.0,-65.0,-85.0,-84.0,-84.0,-85.0,-85.0,,,,-89.0,-91.0,,,,,,,,,44.43493749999566,26.0476833657506
17:31:26:00,-55.0,-40.0,-40.0,-40.0,-65.0,-65.0,-66.0,-66.0,-66.0,-68.0,-86.0,-86.0,-86.0,-78.0,-46.0,-46.0,-46.0,-59.0,-60.0,-65.0,-60.0,-65.0,-64.0,-85.0,-85.0,-85.0,-78.0,-78.0,,,,,,,,,,,,,,44.43492893502799,26.0476833657506
17:31:27:00,-60.0,-46.0,-46.0,-46.0,-67.0,-68.0,-68.0,-77.0,-77.0,-77.0,-88.0,-88.0,-87.0,-86.0,-55.0,-54.0,-54.0,-74.0,-74.0,-67.0,-75.0,-67.0,-67.0,-89.0,-87.0,-87.0,-86.0,-86.0,-96.0,-95.0,-96.0,,,,,,,,,,,44.43491951356354,26.0476833657506
17:31:28:00,-53.0,-60.0,-60.0,-60.0,-73.0,-73.0,-73.0,-79.0,-79.0,-78.0,-90.0,-91.0,-94.0,-90.0,-58.0,-58.0,-59.0,-75.0,-74.0,-68.0,-74.0,-69.0,-68.0,-91.0,,,-90.0,-89.0,,,,,,,,,,,,,,44.434908272043465,26.0476833657506
17:31:29:00,-52.0,-62.0,-62.0,-62.0,-75.0,-75.0,-75.0,-81.0,-82.0,-82.0,-94.0,-94.0,-95.0,-93.0,-58.0,-59.0,-59.0,-73.0,-73.0,-67.0,-73.0,-67.0,-66.0,-88.0,-87.0,-88.0,-94.0,-94.0,,,,,,,,,,,,,,44.43489703052339,26.0476833657506
17:31:30:00,-58.0,-67.0,-69.0,-63.0,-79.0,-80.0,-80.0,-76.0,-76.0,-76.0,-87.0,-86.0,-86.0,-91.0,-60.0,-60.0,-60.0,-72.0,-69.0,-66.0,-72.0,-66.0,-67.0,-91.0,-91.0,-89.0,-92.0,-91.0,,,,,,,,,,,,,,44.434884825444456,26.0476833657506
17:31:32:00,-53.0,-59.0,-59.0,-57.0,-61.0,-62.0,-62.0,-78.0,-78.0,-77.0,-87.0,-87.0,-90.0,-88.0,-53.0,-54.0,-53.0,-69.0,-69.0,-65.0,-71.0,-65.0,-65.0,,,,-88.0,-87.0,,,,,,,,,,,,,,44.43487454748266,26.04769402281908
17:31:33:00,-54.0,-64.0,-64.0,-64.0,-59.0,-59.0,-59.0,-74.0,-75.0,-75.0,-87.0,-89.0,-88.0,-89.0,-51.0,-51.0,-51.0,-74.0,-74.0,-58.0,-74.0,-58.0,-57.0,-86.0,-85.0,-85.0,-89.0,-89.0,-94.0,-94.0,-94.0,,,,,,,,,,,44.43488174205541,26.04769596046789
17:31:34:00,-55.0,-58.0,-58.0,-58.0,-63.0,-63.0,-63.0,-83.0,-81.0,-81.0,-87.0,-86.0,-86.0,-88.0,-49.0,-49.0,-49.0,-72.0,-71.0,-61.0,-69.0,-60.0,-60.0,-83.0,-83.0,-83.0,-88.0,-90.0,,-96.0,-94.0,,,,,,,,,,,44.43489343323628,26.04769596046789
17:31:35:00,-56.0,-57.0,-57.0,-54.0,-72.0,-72.0,-73.0,-79.0,-80.0,-80.0,-88.0,-87.0,-87.0,-84.0,-49.0,-49.0,-50.0,-73.0,-75.0,-60.0,-69.0,-61.0,-60.0,-86.0,-86.0,-85.0,-84.0,-84.0,,,,,,,,,,,,,,44.434902526376966,26.04769596046789
17:31:36:00,-57.0,-46.0,-46.0,-46.0,-62.0,-62.0,-62.0,-74.0,-74.0,-74.0,-85.0,-87.0,,,-43.0,-44.0,-44.0,-65.0,-65.0,-60.0,-65.0,-60.0,-60.0,-85.0,-84.0,-84.0,,,,,,,,,,,,,,,,44.4349130898371,26.04769596046789
17:31:37:00,-57.0,-42.0,-42.0,-42.0,-63.0,-63.0,-63.0,-60.0,-61.0,-60.0,-85.0,-86.0,-85.0,-85.0,-43.0,-44.0,-44.0,-62.0,-62.0,-59.0,-62.0,-58.0,-58.0,-82.0,-81.0,-81.0,,-82.0,,,,,,,,,,,,,,44.43492401017089,26.04769596046789
17:31:38:00,-76.0,-60.0,-60.0,-60.0,-82.0,-82.0,-82.0,-67.0,-67.0,-66.0,-94.0,-95.0,-96.0,-94.0,-58.0,-58.0,-57.0,-64.0,-64.0,-76.0,-64.0,-76.0,-75.0,-90.0,-87.0,-90.0,-96.0,-95.0,,,,,,,,,,,,,,44.43493300338694,26.04769596046789
17:31:39:00,-75.0,-66.0,-66.0,-66.0,-94.0,-95.0,-93.0,-77.0,-78.0,-77.0,-95.0,-95.0,-94.0,-95.0,-60.0,-61.0,-61.0,-57.0,-57.0,-83.0,-57.0,-83.0,-83.0,-91.0,-92.0,,,-95.0,,,,,,,,,,,,,,44.43493300338608,26.04771170388026
17:31:40:00,-77.0,-61.0,-65.0,-61.0,-91.0,-91.0,-92.0,-74.0,-74.0,-74.0,-96.0,-96.0,-96.0,,-58.0,-59.0,-58.0,-59.0,-59.0,-83.0,-59.0,-83.0,-83.0,-89.0,-89.0,-88.0,,,,,,,,,,,,,,,,44.43493300338521,26.047727447292623
17:31:41:00,-79.0,-68.0,-69.0,-68.0,-94.0,-92.0,-92.0,-61.0,-62.0,-61.0,-96.0,-94.0,-95.0,,-60.0,-60.0,-60.0,-55.0,-55.0,-87.0,-55.0,-86.0,-86.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,,,44.43493300338434,26.04774319070499
17:31:42:00,-79.0,-76.0,-76.0,-76.0,-95.0,-95.0,-94.0,-74.0,-74.0,-74.0,-95.0,-94.0,-94.0,,-70.0,-72.0,-70.0,-53.0,-54.0,-91.0,-54.0,-87.0,-88.0,-88.0,-87.0,-86.0,,,,,,,,,,,,,,,,44.43493300338348,26.047758934117358
17:31:43:00,-82.0,-75.0,-75.0,-76.0,-94.0,-95.0,-95.0,-62.0,-62.0,-62.0,-93.0,-93.0,-94.0,,-68.0,-68.0,-68.0,-51.0,-52.0,,-53.0,,,-84.0,-84.0,-86.0,,,,,,,,,,,,,,,,44.43493300338252,26.04777625187096
17:31:44:00,-82.0,-85.0,-85.0,-84.0,-94.0,-95.0,-92.0,-52.0,-52.0,-52.0,-91.0,,-91.0,,-67.0,-66.0,-67.0,-46.0,-47.0,,-47.0,-91.0,-91.0,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,44.4349330033816,26.047793119812773
17:31:45:00,-89.0,-84.0,-84.0,-81.0,-95.0,-96.0,-95.0,-56.0,-56.0,-56.0,-86.0,-86.0,-85.0,,-68.0,-68.0,-68.0,-45.0,-45.0,,-45.0,,,-81.0,-80.0,-81.0,,,,,,,,-91.0,-92.0,-94.0,,,,,,44.43493300338071,26.04780931303692
17:31:46:00,-83.0,-73.0,-73.0,-73.0,-87.0,-87.0,-87.0,-51.0,-51.0,-51.0,-75.0,-75.0,-73.0,,-71.0,-72.0,-72.0,-47.0,-46.0,-87.0,-46.0,-87.0,-87.0,-61.0,-60.0,-61.0,,,,,,,,-93.0,-92.0,-92.0,,,,,,44.43493300337984,26.04782505644928
17:31:47:00,-72.0,-62.0,-64.0,-64.0,,-84.0,-85.0,-48.0,-48.0,-48.0,-68.0,-68.0,-68.0,,-64.0,-64.0,-64.0,-47.0,-47.0,-79.0,,-79.0,-79.0,-57.0,-57.0,-57.0,,,,,,,,-83.0,-81.0,-82.0,-91.0,-96.0,-96.0,-96.0,,44.43493300337892,26.047841699485208
17:31:48:00,-66.0,-61.0,-60.0,-61.0,-92.0,-93.0,-93.0,-50.0,-50.0,-49.0,-65.0,-65.0,-64.0,,-65.0,-69.0,-67.0,-49.0,-49.0,-85.0,-49.0,-84.0,-84.0,-51.0,-51.0,-51.0,,,,,,,,-85.0,-87.0,-86.0,,,,,,44.43493300337808,26.047856893127616
17:31:49:00,-65.0,-78.0,-75.0,-77.0,,,,-48.0,-48.0,-48.0,-61.0,-61.0,-61.0,,-65.0,-65.0,-65.0,-41.0,-40.0,-91.0,-40.0,-89.0,-88.0,-63.0,-63.0,-62.0,,,,,,,,,-83.0,,,,,,,44.43493300337713,26.0478740859335
17:31:50:00,-75.0,-64.0,-64.0,-64.0,-94.0,-93.0,-92.0,-51.0,-51.0,-51.0,-80.0,-79.0,-80.0,,-66.0,-66.0,-67.0,-52.0,-51.0,-88.0,-52.0,-88.0,-87.0,-75.0,-76.0,-77.0,,,,,,,,-84.0,-85.0,-85.0,,,,,,44.43493660066296,26.047884881416262
17:31:54:00,-75.0,-64.0,-64.0,-64.0,-94.0,-93.0,-92.0,-51.0,-51.0,-51.0,-80.0,-79.0,-80.0,,-66.0,-66.0,-67.0,-52.0,-51.0,-88.0,-52.0,-88.0,-87.0,-75.0,-76.0,-77.0,,,,,,,,-84.0,-85.0,-85.0,,,,,,44.43493749998391,26.04789686177001
17:31:55:00,-73.0,-73.0,-75.0,-75.0,-91.0,-91.0,-86.0,-53.0,-53.0,-53.0,-77.0,-76.0,-76.0,,-67.0,-67.0,-67.0,-45.0,-47.0,-86.0,-46.0,-86.0,-86.0,-73.0,-72.0,-72.0,,,,,,,,-88.0,-85.0,-86.0,,,,,,44.43493749998378,26.04790083474202
17:31:58:00,-79.0,-72.0,-69.0,-73.0,,,,-60.0,-59.0,-59.0,-81.0,-81.0,-81.0,,-62.0,-59.0,-60.0,-49.0,-51.0,-89.0,-53.0,-88.0,-87.0,-80.0,-80.0,-81.0,,,,,,,,,,,,,,,,44.43493036743303,26.047903773512555
17:31:59:00,-77.0,-70.0,-72.0,-72.0,-92.0,-92.0,-92.0,-63.0,-63.0,-63.0,-82.0,-83.0,-84.0,,-73.0,-73.0,-74.0,-51.0,-52.0,,-52.0,,-90.0,-79.0,-79.0,-78.0,,,,,,,,-92.0,-90.0,-91.0,,,,,,44.434924010159605,26.047903773512555
17:32:00:00,-82.0,-83.0,-83.0,-81.0,-91.0,-92.0,-92.0,-62.0,-61.0,-64.0,-77.0,-76.0,-75.0,,-76.0,-75.0,-76.0,-65.0,-65.0,,-61.0,,-92.0,-83.0,-86.0,-87.0,,,,,,,,-96.0,-94.0,-96.0,,,,,,44.43491276863953,26.047903773512555
17:32:01:00,-82.0,-79.0,-79.0,-79.0,-92.0,-92.0,-90.0,-71.0,-71.0,-71.0,-72.0,-73.0,-73.0,,-79.0,-79.0,-79.0,-61.0,-61.0,-88.0,-61.0,-87.0,-87.0,-83.0,-82.0,-82.0,,,,,,,,-94.0,-95.0,-95.0,,,,,,44.43490152711945,26.047903773512555
17:32:02:00,-88.0,-81.0,-81.0,-81.0,-93.0,-95.0,-95.0,-69.0,-69.0,-69.0,-74.0,-74.0,-74.0,,-78.0,-77.0,-76.0,-64.0,-65.0,,-65.0,,,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.43489028559937,26.047903773512555
17:32:03:00,-84.0,-75.0,-75.0,-73.0,-92.0,-93.0,-92.0,-66.0,-66.0,-66.0,-79.0,-80.0,-80.0,,-77.0,-77.0,-77.0,-64.0,-64.0,,-64.0,,-91.0,-81.0,-80.0,-81.0,,,,,,,,-94.0,,-93.0,,,,,,44.43487954370241,26.047903773512555
17:32:04:00,-89.0,,,,-95.0,-91.0,-94.0,-66.0,-67.0,-67.0,,,,,-82.0,-81.0,-83.0,-60.0,-59.0,,-60.0,,,-81.0,-81.0,-81.0,,,,,,,,-96.0,-95.0,,,,,,,44.434874547470685,26.047914269110297
17:32:05:00,-77.0,-75.0,-75.0,-75.0,-92.0,-92.0,-90.0,-67.0,-68.0,-68.0,-86.0,-85.0,-86.0,,-79.0,-78.0,-78.0,-63.0,-64.0,,-64.0,-91.0,-90.0,-81.0,,-81.0,,,,,,,,-94.0,-93.0,-93.0,,,,,,44.434874547469946,26.04792770347541
17:32:06:00,-84.0,-80.0,-79.0,-81.0,-93.0,-93.0,-93.0,-67.0,-67.0,-68.0,-84.0,-84.0,-82.0,,-73.0,-74.0,-73.0,-63.0,-63.0,,-63.0,,,-81.0,-80.0,-81.0,,,,,,,,,,,,,,,,44.43487454746919,26.04794155766443
17:32:07:00,-85.0,-77.0,-77.0,-77.0,,,,-63.0,-63.0,-63.0,-86.0,-85.0,-85.0,,-78.0,-78.0,-77.0,-56.0,-56.0,,-56.0,,-90.0,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.434885788989256,26.04794155766443
17:32:08:00,-82.0,-86.0,-85.0,-85.0,-91.0,-89.0,-91.0,-62.0,-62.0,-62.0,-88.0,-79.0,-81.0,,-75.0,-74.0,-75.0,-59.0,-59.0,,-59.0,,,-82.0,-80.0,-80.0,,,,,,,,-95.0,-95.0,-95.0,,,,,,44.4348976728819,26.04794155766443
17:32:09:01,-79.0,-69.0,-71.0,-69.0,-91.0,-90.0,-90.0,-62.0,-61.0,-62.0,-74.0,-74.0,-74.0,,-72.0,-72.0,-69.0,-57.0,-59.0,-88.0,-58.0,-90.0,-89.0,-79.0,-79.0,-78.0,,,,,,,,-94.0,,,,,,,,44.43491063274862,26.04794155766443
17:32:10:00,-73.0,-69.0,-69.0,-72.0,,,,-63.0,-63.0,-64.0,-75.0,-75.0,-75.0,,-65.0,-65.0,-65.0,-54.0,-56.0,-90.0,-55.0,-89.0,-88.0,-80.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.43492176185349,26.04794155766443
17:32:11:00,-83.0,-84.0,-83.0,-83.0,-94.0,-94.0,-96.0,-63.0,-63.0,-64.0,-88.0,-91.0,-89.0,,-62.0,-64.0,-64.0,-47.0,-47.0,-86.0,-48.0,-87.0,-87.0,-77.0,-75.0,-77.0,,,,,,,,,,,,,,,,44.43493300337356,26.04794155766443
